id	file	line	kind	voice	source	translation
noel10_007.dsf:125	noel10_007.dsf	125	dialogue	vfnoel10_007tkk003	「この学園でわたくしたちは多くのことを学びました。この新世紀の社会にとって……なによりも……」	「在这所学园里，我们学到了许许多多的事物。对于这新世纪的社会而言……比什么都更要……」
noel10_007.dsf:129	noel10_007.dsf	129	narration		　不意に、答辞を読み上げる貴子の声が止む。	突然，朗读答辞的贵子的声音中断了。
noel10_007.dsf:133	noel10_007.dsf	133	narration		　貴子は手にした紙から目線を上げ、そのまま黙り込んでしまう。	贵子从手中的纸上移开视线，就那样陷入了沉默。
noel10_007.dsf:137	noel10_007.dsf	137	narration		　一体なにごとか、と、青空の下に設えられた会場がざわめきだしたその時、	究竟是怎么回事？在蓝天之下搭设的会场开始骚动起来的那一刻，
noel10_007.dsf:142	noel10_007.dsf	142	dialogue	vfnoel10_007tkk004	「――ぽい、ですわ！」	「——扔掉、算了！」
noel10_007.dsf:146	noel10_007.dsf	146	narration		　なんと貴子は、答辞の紙を破り捨ててしまったのだ。	没想到贵子竟然将答辞的纸撕碎扔掉了。
noel10_007.dsf:150	noel10_007.dsf	150	narration		　誰もがあっけにとられ、完全無欠のはずのクイーンを見上げる。	所有人都不禁目瞪口呆，仰望着这位本该完满无缺的Queen。
noel10_007.dsf:154	noel10_007.dsf	154	narration		　驚愕に見開かれた人々の頭上を、紙片が舞い散っていった。	在人们因震惊而睁大的双眼头顶，纸屑纷纷扬扬地飘落。
noel10_007.dsf:158	noel10_007.dsf	158	narration		　風に舞う、一陣の紙ふぶきだ。	风中纷飞的，是一阵纸雪。
noel10_007.dsf:163	noel10_007.dsf	163	dialogue	vfnoel10_007tkk005	「ねえ、みなさま！　わたくしたちは、強い絆で結ばれた姉妹です！　そうですわね！」	「各位！我们是用牢固羁绊相连的姐妹！对吧！」
noel10_007.dsf:167	noel10_007.dsf	167	narration		　唐突に声を上げ、貴子の頬には晴れやかな笑み。	突然高声呼喊，贵子的脸颊上挂着明朗的笑容。
noel10_007.dsf:172	noel10_007.dsf	172	dialogue	vfnoel10_007tkk006	「わたくしたちは、あの事件を――ザンクトアーリウムの夜に起きたあの事件を、決して忘れない。あの事件の後に消えた、二人の妹のことも、決して忘れはしない！　そうでしょう！？」	「我们绝不会忘记那起事件——在圣亚利乌姆节之夜发生的那起事件。也绝不会忘记在那起事件后消失的两名妹妹！难道不是吗！？」
noel10_007.dsf:177	noel10_007.dsf	177	dialogue	vfnoel10_007tkk007	「ひどい事件でした！　傷つき、ケガをした者もありました！　だけど……でも……っ」	「那是场可怕的事件！有人受了伤、遭了罪！但是……可是……っ」
noel10_007.dsf:181	noel10_007.dsf	181	narration		　笑みを作ったままの頬に、涙が一粒零れ落ちた。	在依然强作欢笑的脸颊上，一滴眼泪滑落了下来。
noel10_007.dsf:185	noel10_007.dsf	185	narration		　声が一瞬淀み、堰を切った涙が溢れ出す。	声音瞬间停顿，决堤的泪水溢流而出。
noel10_007.dsf:190	noel10_007.dsf	190	dialogue	vfnoel10_007tkk008	「でも！　絶対に、忘れてはいけないの！　あの夜のことを、あの子たちのことを、忘れてはいけない！　わたくしたちは、戦ったわ！」	「但是！绝对不可以忘记！不可以忘记那一夜的事，也不可以忘记那些孩子的事！我们曾战斗过啊！」
noel10_007.dsf:195	noel10_007.dsf	195	dialogue	vfnoel10_007tkk009	「姉妹のために！　誇りのために！　あの夜、たくさんのものが失われた！　ううん、あの夜にだけじゃない、あの一連の事件は、わたくしたちから本当にたくさんのものを奪った！」	「为了姐妹！为了尊严！那一夜，失去了许许多多的东西！不，不只是那一夜，那一连串的事件，真的从我们身上夺走了太多的东西！」
noel10_007.dsf:200	noel10_007.dsf	200	dialogue	vfnoel10_007tkk010	「でも、私は忘れない！　絶対に、忘れない！　戦おうと立ち上がった時の身体の震えも、あの夜のたくさんの笑顔も、忘れない！　忘れない限り――それは、『ここ』に、」	「但是我不会忘记！绝对不会忘记！无论是为了战斗挺身而出时身体的颤抖，还是那一夜许许多多的笑容，我都不会忘记！只要我们不曾忘记——它们就在『这里』，」
noel10_007.dsf:204	noel10_007.dsf	204	narration		　貴子が強く打ったのは、己の心臓。	贵子重重捶打的，是她自己的心脏。
noel10_007.dsf:209	noel10_007.dsf	209	dialogue	vfnoel10_007tkk011	「『ここ』に、在り続けるの！　あの子達の笑顔も、ずっとここに、……在り続けるの！」	「在『这里』，一直留存下去！那些孩子的笑容，也会一直在这里，……留存下去！」
noel10_007.dsf:213	noel10_007.dsf	213	narration		　いつの間にか静まり返っていた会場から、やがてかすかなすすり泣きが漏れ始める。	不知何时已一片死寂的会场中，渐渐开始漏出微微的呜咽声。
noel10_007.dsf:217	noel10_007.dsf	217	narration		　誰もが、傷ついていた。	每个人，都曾受过伤。
noel10_007.dsf:221	noel10_007.dsf	221	narration		　誰もが、あの夜に、なにかを奪われていた。	每个人，都在那一夜被夺走了什么。
noel10_007.dsf:225	noel10_007.dsf	225	narration		　ただ口をつぐみ、早く忘れなさい、と言い聞かされ――忘れよう、忘れよう、と誰もが必死に日々の生活を取り戻そうとあがいてきた。	只是闭口不言，被告知要快点忘记——大家便拼命告诉自己要忘记、要忘记，挣扎着试图找回日常的生活。
noel10_007.dsf:229	noel10_007.dsf	229	narration		　だけど貴子は、忘れない限り、『ここ』に在り続けると言ってみせたのだ。	然而贵子却当众宣告，只要没有忘记，就将永远留在『这里』。
noel10_007.dsf:235	noel10_007.dsf	235	dialogue	vfnoel10_007ska000	「……お姉さま！　私もそう思います！」	「……姐姐！我也这么认为！」
noel10_007.dsf:239	noel10_007.dsf	239	narration		　一人が立ち上がった。	一个人站了起来。
noel10_007.dsf:243	noel10_007.dsf	243	narration		　続いて、	紧接着，
noel10_007.dsf:248	noel10_007.dsf	248	dialogue	vfnoel10_007skb000	「お姉さま！　私もです！」	「姐姐！我也一样！」
noel10_007.dsf:253	noel10_007.dsf	253	dialogue	vfnoel10_007skc000	「忘れません！　私達、忘れません！」	「绝不会忘记！我们，绝不会忘记！」
noel10_007.dsf:257	noel10_007.dsf	257	narration		　次々に立ち上がり、涙を払う少女達。	少女们接二连三地站起身来，擦去泪水。
noel10_007.dsf:261	noel10_007.dsf	261	narration		　皆口々に声を上げ、やがて全員が席を立って貴子を見上げていた。	大家纷纷高声响应，不久后所有人都离开了座位，抬头仰望着贵子。
noel10_007.dsf:265	noel10_007.dsf	265	narration		　ここには、二人の少女の姿が足りないのだ。	在这里，唯独缺少了两位少女的身影。
noel10_007.dsf:269	noel10_007.dsf	269	narration		　席は空席のままに、誰もが彼女達の帰還を待ち侘びているのだ。	座位依然空着，所有人都在苦苦企盼着她们的归来。
noel10_007.dsf:274	noel10_007.dsf	274	dialogue	vfnoel10_007tkk012	「……誰にも、奪えはしない！　この胸の宝物には、誰も、触れることさえできない！」	「……谁也，无法夺走！这心中的宝物，谁也，连触碰都做不到！」
noel10_007.dsf:278	noel10_007.dsf	278	narration		　空席を見下ろし、貴子は涙を拭った。	俯视着那空着的座位，贵子擦干了泪水。
noel10_007.dsf:283	noel10_007.dsf	283	dialogue	vfnoel10_007tkk013	「帰って来ることがあるなら、いつでも、アーデルハイドはあなた達を待っているわ……いつでも。ずっと。……だから……」	「如果你们有归来的一天，无论何时，阿德尔海德都会等着你们……随时。永远。……所以……」
noel10_007.dsf:287	noel10_007.dsf	287	narration		　青い空を見上げた。	她仰望着蔚蓝的天空。
noel10_007.dsf:291	noel10_007.dsf	291	narration		　まだ少し冷たい風に、薄い雲が吹き飛ばされていく。	在还带着些许寒意的风中，薄云渐渐被吹散。
noel10_007.dsf:296	noel10_007.dsf	296	dialogue	vfnoel10_007tkk014	「……どうか、元気で……！」	「……请一定要，好好的……！」
noel10_ed.dsf:19	noel10_ed.dsf	19	dialogue	vfnoel10_edrri000	「ああ～、おなかすいたぁ～……」	「啊啊～，好饿呀～……」
noel10_ed.dsf:24	noel10_ed.dsf	24	dialogue	vfnoel10_ednoe000	「さっきお昼食べたばっかでしょ？」	「刚才不是才吃过午饭吗？」
noel10_ed.dsf:29	noel10_ed.dsf	29	dialogue	vfnoel10_edrri001	「さっきぃ！？　うっそだぁ、すっごく昔のことよ！」	「刚才～！？骗人的吧～，那都是好久以前的事啦！」
noel10_ed.dsf:34	noel10_ed.dsf	34	dialogue	vfnoel10_ednoe001	「ついさっきよ！　ガソリン補給したときに食べたでしょ、ホットドッグにビスケットに」	「明明就是刚刚！加油的时候不是吃过了吗，热狗还有饼干。」
noel10_ed.dsf:39	noel10_ed.dsf	39	dialogue	vfnoel10_edrri002	「あーんなの、おやつよおやつー！　次の街で食堂探すわよー！」	「那种东西～，只是零食啦零食～！在下一个城镇我们要找餐馆～！」
noel10_ed.dsf:44	noel10_ed.dsf	44	dialogue	vfnoel10_ednoe002	「ええっ！？　そんなことしてたら宿が探せなくなる！」	「诶诶！？要是那样的话就找不到旅店了！」
noel10_ed.dsf:49	noel10_ed.dsf	49	dialogue	vfnoel10_edrri003	「だ～いじょうぶ！　いざとなったら理理さんのお色気うっふん作戦があるもの～！」	「没～问题！真到了关键时刻还有天崎理理的性感妩媚作战呢～！」
noel10_ed.dsf:54	noel10_ed.dsf	54	dialogue	vfnoel10_ednoe003	「なにそれ！　全然ダメそう！」	「那是什么鬼！感觉完全不行吧！」
noel10_ed.dsf:59	noel10_ed.dsf	59	dialogue	vfnoel10_edrri004	「なんならノエルちゃんのあっはん作戦でもいいのよん！？」	「实在不行换成诺艾尔的性感妩媚作战也是可以的哟！？」
noel10_ed.dsf:64	noel10_ed.dsf	64	dialogue	vfnoel10_ednoe004	「ええっ！？」	「诶诶！？」
noel10_ed.dsf:69	noel10_ed.dsf	69	dialogue	vfnoel10_edrri005	「あっはは、うそうそ！　とにかく宿は見つけるし、なんならこないだみたいに野宿でもいいじゃない？」	「啊哈哈，骗你的骗你的！总之旅店会找好的，实在不行像前几天那样露宿野外不也挺好的吗？」
noel10_ed.dsf:74	noel10_ed.dsf	74	dialogue	vfnoel10_ednoe005	「本気！？　また変なおじさんに襲われるわよ！？」	「认真的！？又会被奇怪的大叔袭击的哦！？」
noel10_ed.dsf:79	noel10_ed.dsf	79	dialogue	vfnoel10_edrri006	「襲われるって、大げさな。ただちょっと変なモノ見せられただけでしょー？」	「什么袭击嘛，太夸张啦。只是被看了点奇怪的东西而已吧——？」
noel10_ed.dsf:84	noel10_ed.dsf	84	dialogue	vfnoel10_ednoe006	「私のこと置いて逃げたくせに！」	「明明抛下我一个人逃跑了！」
noel10_ed.dsf:89	noel10_ed.dsf	89	dialogue	vfnoel10_edrri007	「ごめんごめん！　反省してるって！　あいたっ！」	「对不起对不起！我真的在反省啦！好痛！」
noel10_ed.dsf:94	noel10_ed.dsf	94	dialogue	vfnoel10_ednoe007	「してなーい！　……っと！？」	「才没——有！……等等！？」
noel10_ed.dsf:98	noel10_ed.dsf	98	narration		　ふざけて背中を叩いた拍子、二人を乗せたバイクはグラリと揺れる。	开玩笑打了一下后背的当口，载着两人的摩托车猛地一晃。
noel10_ed.dsf:102	noel10_ed.dsf	102	narration		　慌てて背中に回した腕をきつめるが、	慌忙收紧环在背上的手臂，
noel10_ed.dsf:107	noel10_ed.dsf	107	dialogue	vfnoel10_edrri008	「あっぶなーい！　運転中は乱暴しないで？」	「好险——！驾驶的时候不要这么粗暴嘛？」
noel10_ed.dsf:112	noel10_ed.dsf	112	dialogue	vfnoel10_ednoe008	「……今の、絶対わざとでしょ！」	「……刚才那下，绝对是故意的吧！」
noel10_ed.dsf:117	noel10_ed.dsf	117	dialogue	vfnoel10_edrri009	「あら～、ばれた？」	「哎呀～，被发现了？」
noel10_ed.dsf:122	noel10_ed.dsf	122	dialogue	vfnoel10_ednoe009	「ばればれ！　次は私が運転するからね！」	「早就看穿了！接下来换我开好了！」
noel10_ed.dsf:127	noel10_ed.dsf	127	dialogue	vfnoel10_edrri010	「はーいはい！　そんなに怒らないのー！　ほら……見て！　トンネルが途切れる！」	「好——好！不要那么生气嘛——！你看……快看！要出隧道了！」
noel10_ed.dsf:132	noel10_ed.dsf	132	dialogue	vfnoel10_ednoe010	「あ……」	「啊……」
noel10_ed.dsf:136	noel10_ed.dsf	136	narration		　長い長いトンネルの果てに、小さな光の点が見えていた。	漫长隧道的尽头，隐约可见一个小小的光点。
noel10_ed.dsf:140	noel10_ed.dsf	140	narration		　それはやがて大きくなっていき、突然に眩さが増し、	那光点不久后渐渐变大，刺眼的光芒陡然剧增，
noel1_001.dsf:29	noel1_001.dsf	29	dialogue	vfnoel1_001asi000	「ありません……みつからないんです。すべてのポッドとデータベースを、チーム全員で確認しました。天崎博士の独立研究室はもちろん、博士が使われていた動物実験施設も、アイソトープ施設も、ポジトロンも病院の研究室も全部です。先生のおっしゃられた通り、大学の研究室も探させました。天崎家の私室も確認済みです」	「没有……没找到。整个团队已经把所有舱体和数据库都核查过了。天崎博士的独立研究室自不必说，博士曾使用过的动物实验设施、同位素设施、正电子设施以及医院的研究室，也全都查过了。按照您的吩咐，大学的研究室也派人搜查过。天崎宅邸的私人房间也确认完毕了」
noel1_001.dsf:33	noel1_001.dsf	33	dialogue	vmnoel1_001kro000	「……それで？」	「……然后呢？」
noel1_001.dsf:37	noel1_001.dsf	37	dialogue	vfnoel1_001asi001	「でも、どこにもなくて」	「可是，哪里都找不到……」
noel1_001.dsf:48	noel1_001.dsf	48	dialogue	vmnoel1_001kro001	「ないわけがないだろう」	「怎么可能会找不到」
noel1_001.dsf:52	noel1_001.dsf	52	dialogue	vfnoel1_001asi002	「それが不思議なことに、」	「可奇怪的是……」
noel1_001.dsf:56	noel1_001.dsf	56	dialogue	vmnoel1_001kro002	「不思議なことに？」	「奇怪？」
noel1_001.dsf:60	noel1_001.dsf	60	dialogue	vfnoel1_001asi003	「あの、本当に」	「那个，真的……」
noel1_001.dsf:64	noel1_001.dsf	64	dialogue	vmnoel1_001kro003	「本当に？」	「真的？」
noel1_001.dsf:68	noel1_001.dsf	68	dialogue	vfnoel1_001asi004	「……あ、あの……でも、本当に全然、」	「……那、那个……可是，真的，完全……」
noel1_001.dsf:72	noel1_001.dsf	72	dialogue	vmnoel1_001kro004	「全然、――なんだ？」	「完全——什么？」
noel1_001.dsf:76	noel1_001.dsf	76	dialogue	vfnoel1_001asi005	「……みつからな……ヒッ！」	「……找不……咿！」
noel1_001.dsf:88	noel1_001.dsf	88	narration		　手にしていたファイルケースを、黒澤は力任せにアシスタントの足元に叩きつけた。	黑泽将手中的文件夹狠狠砸在助手脚边。
noel1_001.dsf:92	noel1_001.dsf	92	dialogue	vmnoel1_001kro005	「探せ！　探せ探せ探せ探せ！　消えるわけがないんだ、そんなことはありえない、あってはならない！　違うか！？　見つからないなら、他の場所を、どこだろうと、なんだろうと、ひっくり返してひきちぎって探せ！　見つかるまで、やるんだよ！」	「找！给我找、找、找、找！它不可能消失，这种事绝不可能发生，也绝不允许发生！不是吗！？既然找不到，就去搜别的地方！不管哪里，不管什么东西，都给我翻个底朝天、撕开来找！没找到之前不准停！」
noel1_001.dsf:95	noel1_001.dsf	95	narration		　アシスタントは言葉を失い、ただ後ずさりするばかりだ。	助手哑口无言，只是不断后退。
noel1_001.dsf:97	noel1_001.dsf	97	narration		　背を向ける。	转过身去。
noel1_001.dsf:99	noel1_001.dsf	99	narration		　役立たずは死ね、と、あせりに痺れた舌が紡ぐ。	焦躁得发麻的舌头吐出一句：没用的废物，去死吧。
noel1_001.dsf:108	noel1_001.dsf	108	narration		　他の場所――天崎今日子が立ち入っていた場所で、捜索が済んでいないのは、もうこの部屋しか残っていない。	其他地方——天崎今日子曾经出入的场所中，尚未搜查的只剩这间房了。
noel1_001.dsf:110	noel1_001.dsf	110	narration		　天崎製薬研究所、４階フロアの隅。天崎主任研究員の個人応接室。葬儀の準備で全員出払っていて、人目がないのだけが幸いだ。そうなるように手回ししたのだが。	天崎制药研究所，四楼一角。天崎主任研究员的私人会客室。所有人都为筹备葬礼外出了，四下无人算是唯一的好事——虽说这本就是他事先安排好的。
noel1_001.dsf:112	noel1_001.dsf	112	narration		　しかし隠すにしても、こんなところのわけがあるかと黒澤は思う。それでも、ここを探す他に手立ては残されていない。	然而黑泽觉得，就算要藏，也不可能藏在这种地方。即便如此，除了搜查这里，已经别无他法。
noel1_001.dsf:114	noel1_001.dsf	114	narration		　デスクの引き出しの中身をすべて床にぶちまけた。	将办公桌抽屉里的东西一股脑倒在了地上。
noel1_001.dsf:123	noel1_001.dsf	123	dialogue	vmnoel1_001kro006	「違う……違うな……これも。これも」	「不对……不对……这个也不是。这个也不是」
noel1_001.dsf:126	noel1_001.dsf	126	narration		　尖った革靴のつま先が、消しゴムの欠片を蹴り飛ばした。	尖头皮鞋踢飞了一块橡皮屑。
noel1_001.dsf:128	noel1_001.dsf	128	narration		　それから、色とりどりのクリップ。	接着，是五颜六色的回形针。
noel1_001.dsf:130	noel1_001.dsf	130	narration		　爪きり。	指甲刀。
noel1_001.dsf:132	noel1_001.dsf	132	narration		　ライター。	打火机。
noel1_001.dsf:134	noel1_001.dsf	134	narration		　研究所内にある売店の領収書。	研究所内小卖部的收据。
noel1_001.dsf:136	noel1_001.dsf	136	narration		　いつかの学会でつけたきり、忘れられたネームプレート。	某次学会上戴过后便被遗忘的名牌。
noel1_001.dsf:138	noel1_001.dsf	138	narration		　天崎製薬主任研究員・天崎今日子PhD 、と記されたそのプラスチックの切片は、	印有「天崎制药主任研究员·天崎今日子PhD」字样的那块塑料碎片，
noel1_001.dsf:148	noel1_001.dsf	148	dialogue	vmnoel1_001kro007	「ゴミだ」	「垃圾」
noel1_001.dsf:153	noel1_001.dsf	153	narration		　黒澤の靴のかかとの下で、粉々に砕けて割れた。	它在黑泽的鞋跟下彻底碎裂。
noel1_001.dsf:157	noel1_001.dsf	157	dialogue	vmnoel1_001kro008	「ゴミだゴミだゴミしかない……くそ……なぜだ……なぜ、なぜ……」	「垃圾，垃圾，全都是垃圾……可恶……为什么……为什么，为什么……」
noel1_001.dsf:160	noel1_001.dsf	160	narration		　主人をなくした椅子に腰を落し、乱れたオールバックをかきむしる。ポマードが臭う。かきむしってかきむしって、両手を見る。爪の間に、血とかさぶたの混じった脂。	他坐进那张失去主人的椅子，抓挠着凌乱的背头。发油散发着刺鼻气味。他抓了又抓，随后看向双手——指甲缝里满是混着鲜血与血痂的油脂。
noel1_001.dsf:162	noel1_001.dsf	162	narration		　パンプスの足元にファイルを散乱させたまま、アシスタントが声を震わせた。	女助手脚边仍散落着文件夹，她颤声说道。
noel1_001.dsf:172	noel1_001.dsf	172	dialogue	vfnoel1_001asi006	「先生……そろそろ葬儀が始まってしまいます……」	「先生……葬礼马上就要开始了……」
noel1_001.dsf:177	noel1_001.dsf	177	narration		　デスクトップのキーボードをなぎ払う。それが返事だ。ワイヤレスのキーボードは、毛足の短い絨毯の床で、音を立てて跳ねた。	他挥手扫飞桌上的键盘。那就是他的回答。无线键盘落在短绒地毯上，发出声响，弹了几下。
noel1_001.dsf:181	noel1_001.dsf	181	dialogue	vmnoel1_001kro009	「ここにも、ここにもないんだ」	「这里也没有，这里也没有」
noel1_001.dsf:184	noel1_001.dsf	184	narration		　この応接室にもない。	这间会客室里也没有。
noel1_001.dsf:186	noel1_001.dsf	186	narration		　認めざるを得ない。	不得不承认。
noel1_001.dsf:197	noel1_001.dsf	197	dialogue	vmnoel1_001kro010	「もう探すところは残っていない」	「已经没有别的地方可找了」
noel1_001.dsf:200	noel1_001.dsf	200	narration		　どこにもない。	哪里都没有。
noel1_001.dsf:204	noel1_001.dsf	204	dialogue	vmnoel1_001kro011	「ないわけがないのに、」	「明明不可能找不到……」
noel1_001.dsf:207	noel1_001.dsf	207	narration		　手の届くところはすべて探した。	能找的地方全都找过了。
noel1_001.dsf:211	noel1_001.dsf	211	dialogue	vmnoel1_001kro012	「全然見つからない。ない。ない。ない」	「怎么也找不到。没有。没有。没有」
noel1_001.dsf:214	noel1_001.dsf	214	narration		　それでもないなら、あとはどうしたらいい。	这样都找不到，接下来该怎么办。
noel1_001.dsf:226	noel1_001.dsf	226	dialogue	vmnoel1_001kro013	「誰に聞けばわかる誰が知ってる誰が教えてくれる？」	「该问谁才能弄明白？谁知道？谁能告诉我？」
noel1_001.dsf:229	noel1_001.dsf	229	narration		　天崎主任？	天崎主任？
noel1_001.dsf:231	noel1_001.dsf	231	narration		　違う。	不对。
noel1_001.dsf:233	noel1_001.dsf	233	narration		　彼女はおととい死んだ。	她在前天死了。
noel1_001.dsf:235	noel1_001.dsf	235	narration		　かわいそうに、末期癌で、誰も彼女を救えなかった。	真可怜。癌症晚期，谁也没能救她。
noel1_001.dsf:237	noel1_001.dsf	237	narration		　さあ考えろ、それなら誰が教えてくれる？	快想。既然如此，谁能告诉我？
noel1_001.dsf:239	noel1_001.dsf	239	narration		　天崎主任が死んだ今、天崎主任のなぞなぞに、誰が手際よく、正しく答えてくれる？　天崎主任以外の誰が？	如今天崎主任已经死了，谁还能又快又准地解开她留下的谜题？除了天崎主任本人，还能有谁？
noel1_001.dsf:241	noel1_001.dsf	241	narration		　答えは、――誰でもない。誰も教えてはくれない。	答案是——没有人。谁也不会告诉我。
noel1_001.dsf:249	noel1_001.dsf	249	dialogue	vmnoel1_001kro014	「誰が……教えてくれるって？　誰もだ、誰も。誰も教えてくれはしない……私が見つけなければならない、主任に勝たなければならない、これは私の最後の」	「谁会……告诉我？没有人，一个也没有。谁都不会告诉我……必须由我找到它，必须由我赢过主任。这是我最后的……」
noel1_001.dsf:252	noel1_001.dsf	252	narration		　指先が冷たい。震える。	指尖冰冷，止不住地颤抖。
noel1_001.dsf:254	noel1_001.dsf	254	narration		　押し殺しても、呼吸は、獣。	再怎么压抑，呼吸仍如野兽般粗重。
noel1_001.dsf:256	noel1_001.dsf	256	narration		　寝不足の眼球は今にも溶け落ちそうで、ドロリと濁った充血の赤。	熬夜过度的眼球仿佛随时会融化滴落，充血的赤红浑浊而黏稠。
noel1_001.dsf:263	noel1_001.dsf	263	narration		　見える。	能看见。
noel1_001.dsf:265	noel1_001.dsf	265	narration		　見える見える、白衣の眼鏡のゆるいウエーブヘアの珊瑚色の唇の銜(くわ)えた煙草の――聞こえる――	看得见，看得见。白大褂，眼镜，微微卷曲的头发，珊瑚色嘴唇间叼着的香烟——听得见——
noel1_001.dsf:267	noel1_001.dsf	267	narration		　声？	声音？
noel1_001.dsf:269	noel1_001.dsf	269	narration		　笑って――	在笑——
noel1_001.dsf:273	noel1_001.dsf	273	dialogue	vfnoel1_001kyo000	「くす。」	「呵呵。」
noel1_001.dsf:276	noel1_001.dsf	276	narration		　――やがる。	——竟然还笑。
noel1_001.dsf:284	noel1_001.dsf	284	narration		　いつもそうだ。	总是这样。
noel1_001.dsf:286	noel1_001.dsf	286	narration		　天崎主任はいつだって、地を這いずる凡人たちの騒ぎなど意にも介さない。自分だけのおもしろいことを思い出しては笑い、想像しては笑い、そして時々、どこかしれない遠いところをただ見つめていた。	天崎主任从来不把那些匍匐在地的凡人闹出的动静放在心上。她想起只有自己才觉得有趣的事便笑，想象着什么也会笑；有时又只是凝望着不知位于何方的遥远之处。
noel1_001.dsf:288	noel1_001.dsf	288	dialogue	vfnoel1_001kyo000	　『なんにもない』が口癖だった。	『什么都没有』是她的口头禅。
noel1_001.dsf:290	noel1_001.dsf	290	narration		　なんでももっていたくせに。	明明什么都有。
noel1_001.dsf:292	noel1_001.dsf	292	narration		　黒澤は、死者の幻を追い返そうと息を静める。だが震える顎。干からびかけた頬の肉が、奥歯の異様な力みに窪む。	黑泽竭力平复呼吸，想要赶走死者的幻影。可下巴仍在颤抖。几近干瘪的脸颊，被紧咬后槽牙时那股异常的力道压得凹陷下去。
noel1_001.dsf:300	noel1_001.dsf	300	dialogue	vmnoel1_001kro015	「最後の、賭けなんだ。おまえから、独立したいんだ。俺はここにいる限り、永遠におまえの助手でしかない。おまえが生きていようと死んでいようと。おまえは、優秀すぎたんだよ。糞女。どこに隠したんだ。なぜこんなことをする。笑うのをやめろ。やめろ！　その勝ち誇った顔をやめろ！」	「这是我最后一搏。我想从你手下独立出去。只要还待在这里，我就永远只能做你的助手。无论你活着还是死了。你实在太优秀了，臭女人。你把它藏到哪里了？为什么要这么做？别笑了。停下！别再摆出那副胜券在握的嘴脸！」
noel1_001.dsf:303	noel1_001.dsf	303	narration		　両手の中に顔をうずめた。	他将脸埋在双手之中。
noel1_001.dsf:314	noel1_001.dsf	314	narration		　誰に聞かせるともない声は、ひどくか細く響いた。まるで仔やぎの鳴き声だ。	那无意说给任何人听的声音，听来细弱得可怜，简直像小山羊的叫声。
noel1_001.dsf:318	noel1_001.dsf	318	dialogue	vmnoel1_001kro016	「なくしました、で、済むと思っているのか？　そんなわけはないなあ。私は、もう、戻れないんだ。正しかろうが、間違いだろうが、もう止まれない。引き返せない。進むしかない。進むためにはあれが必要なんだ――あれ、あれだ」	「你以为一句‘弄丢了’就能了事吗？哪有这种事啊。我已经回不了头了。无论是对是错，都停不下来了。不能回头。只能前进。要继续前进，就必须有它——那个，就是那个东西」
noel1_001.dsf:325	noel1_001.dsf	325	narration		　呼べば出てくるとでも思っているかのように、真っ青な唇が呪文のようにその名を紡ぐ。	仿佛以为只要呼唤就会出现似的，苍白的双唇像念咒一般吐出那个名字。
noel1_001.dsf:330	noel1_001.dsf	330	dialogue	vmnoel1_001kro016	　『白<しらさぎ>鷺』。	『白鹭』。
noel1_001.dsf:334	noel1_001.dsf	334	narration		　それが、探し物。	那就是他要找的东西。
noel1_001.dsf:336	noel1_001.dsf	336	narration		　そして、昨日病死した天崎今日子博士が、神の手と呼ばれたその技術で遺伝子改造を施した真菌――カビの名。	而那也是一种霉菌的名字：昨天病逝的天崎今日子博士，曾以被称为“神之手”的技术对这种真菌进行基因改造。
noel1_001.dsf:338	noel1_001.dsf	338	narration		　恐るべき繁殖力と毒性で、ほんの一匙(さじ)で地球上のあらゆる生命体を蝕み、食い荒らし、死に至らしめる、悪夢のような生物兵器の名だ。	这是一个噩梦般的生物武器之名：它拥有可怕的繁殖力和毒性，仅仅一匙，就足以侵蚀、吞噬地球上的一切生命，使其尽数死亡。
noel1_001.dsf:345	noel1_001.dsf	345	narration		　そう、悪夢。	没错，噩梦。
noel1_001.dsf:347	noel1_001.dsf	347	narration		　そして力だ。	同时，也是力量。
noel1_001.dsf:349	noel1_001.dsf	349	narration		　それは恐怖そのものの名であり、まさしく匙加減ひとつで世界を動かす、最後の力の名だ。	那是恐惧本身的名字，也是最后一种力量的名字——只需拿捏一匙的用量，便足以左右世界。
noel1_001.dsf:351	noel1_001.dsf	351	narration		　膠着状態に陥った大戦末期。最終手段として誕生したそれは、結局未使用のまま、終戦後も天崎今日子博士がこの研究所に保管しているはずだった。	大战末期，战局陷入胶着。作为最终手段诞生的它，直到战争结束也未曾投入使用；战后，本应一直由天崎今日子博士保管在这座研究所中。
noel1_001.dsf:353	noel1_001.dsf	353	narration		　そうでなくては、ならなかった。	必须如此才行。
noel1_001.dsf:355	noel1_001.dsf	355	narration		　それなのに。	然而。
noel1_001.dsf:366	noel1_001.dsf	366	narration		　デスクの電話が突然鳴り響く。	办公桌上的电话突然响了起来。
noel1_001.dsf:370	noel1_001.dsf	370	dialogue	vmnoel1_001kro017	「……っ！」	「……！」
noel1_001.dsf:373	noel1_001.dsf	373	narration		　ほとんど飛び上がり、黒澤は平凡な電話機を恐怖に満ちた眼差しで見つめた。アシスタントが受話器を取る。	黑泽几乎跳了起来，用充满恐惧的眼神凝视着那台平凡无奇的电话。助手拿起了听筒。
noel1_001.dsf:379	noel1_001.dsf	379	narration		　口紅のはげた唇が、事務的な会話を交わす様子を、黒澤はただ息を詰めて窺う。	黑泽屏住呼吸，只是注视着那双口红斑驳的嘴唇进行公事公办的交谈。
